"impcParameterOrigId","name","description","parameterId","parameter_group"
68198,"Panel B anti-MHCII RRID","","IMPC_IMM_306_001","Others"
68199,"Panel B Live/Dead stain","","IMPC_IMM_307_001","Others"
68200,"Panel B additional maker 1 name","","IMPC_IMM_308_001","Others"
68201,"Panel B additional marker 1 clone","","IMPC_IMM_309_001","Others"
68202,"Panel B additional marker 1 fluorochrome","","IMPC_IMM_310_001","Others"
68203,"Panel B additional marker 1 RRID","","IMPC_IMM_311_001","Others"
68204,"Panel B additional maker 2 name","","IMPC_IMM_312_001","Others"
68205,"Panel B additional marker 2 clone","","IMPC_IMM_313_001","Others"
68206,"Panel B additional marker 2 fluorochrome","","IMPC_IMM_314_001","Others"
68207,"Panel B additional marker 2 RRID","","IMPC_IMM_315_001","Others"
68208,"Panel B additional maker 3 name","","IMPC_IMM_316_001","Others"
68209,"Panel B additional marker 3 clone","","IMPC_IMM_317_001","Others"
68210,"Panel B additional marker 3 fluorochrome","","IMPC_IMM_318_001","Others"
68211,"Panel B additional marker 3 RRID","","IMPC_IMM_319_001","Others"
68212,"Panel B additional maker 4 name","","IMPC_IMM_320_001","Others"
68213,"Panel B additional marker 4 clone","","IMPC_IMM_321_001","Others"
68214,"Panel B additional marker 4 fluorochrome","","IMPC_IMM_322_001","Others"
68215,"Panel B additional marker 4 RRID","","IMPC_IMM_323_001","Others"
68216,"Panel B additional maker 5 name","","IMPC_IMM_324_001","Others"
68217,"Panel B additional marker 5 clone","","IMPC_IMM_325_001","Others"
68218,"Panel B additional marker 5 fluorochrome","","IMPC_IMM_326_001","Others"
68219,"Panel B additional marker 5 RRID","","IMPC_IMM_327_001","Others"
71972,"Homozygous males viability","Outcome of viability assessment for homozygous males","IMPC_VIA_063_001","Others"
71973,"Homozygous females viability","Outcome of viability assessment for homozygous females","IMPC_VIA_064_001","Others"
71974,"Hemizygous males viability","Outcome of viability assessment for hemizygous males","IMPC_VIA_065_001","Others"
71975,"Heterozygous animals viability","Outcome of viability assessment for heterozygous animals","IMPC_VIA_066_001","Others"
71976,"Homozygous animals viability","Outcome of viability assessment for homozygous animals","IMPC_VIA_067_001","Others"
72162,"Embryo reconstruction","","IMPC_EOL_001_001","Others"
72163,"Experimenter ID",NA,"IMPC_EOL_002_001","Others"
72164,"Equipment ID",NA,"IMPC_EOL_003_001","General_and_Equipment"
72165,"Equipment Manufacturer",NA,"IMPC_EOL_004_001","General_and_Equipment"
72166,"Equipment Model",NA,"IMPC_EOL_005_001","General_and_Equipment"
72167,"Image Pixel Size",NA,"IMPC_EOL_006_001","Imaging"
72168,"E9.5 OPT preperation protocol",NA,"IMPC_EOL_007_001","Others"
72169,"Date equipment last calibrated",NA,"IMPC_EOL_008_001","General_and_Equipment"
72170,"Date of Sacrifice",NA,"IMPC_EOL_009_001","Others"
72171,"Date Preparation Finished",NA,"IMPC_EOL_010_001","Others"
72172,"Date of Scan",NA,"IMPC_EOL_011_001","Imaging"
72173,"Screenshots","","IMPC_EOL_012_001","Others"
72174,"Hindbrain",NA,"IMPC_EOL_013_001","Brain"
72175,"4th ventricle",NA,"IMPC_EOL_014_001","Others"
72176,"Mesencephalic vesicle",NA,"IMPC_EOL_015_001","Others"
72177,"Forebrain",NA,"IMPC_EOL_016_001","Brain"
72178,"Telecenphalic (lateral) ventricle",NA,"IMPC_EOL_017_001","Others"
72179,"Rhombomeres","","IMPC_EOL_018_001","Others"
72180,"Notochord",NA,"IMPC_EOL_019_001","Others"
72181,"Infundibular recess of 3rd ventricle",NA,"IMPC_EOL_020_001","Others"
72182,"Rathke's pouch",NA,"IMPC_EOL_021_001","Others"
72183,"Optic vesicle",NA,"IMPC_EOL_022_001","Others"
72184,"Otocyst",NA,"IMPC_EOL_023_001","Others"
72185,"1st branchial arch",NA,"IMPC_EOL_024_001","Others"
72186,"1st arch artery",NA,"IMPC_EOL_025_001","Others"
72187,"2nd branchial arch",NA,"IMPC_EOL_026_001","Others"
72188,"2nd arch artery",NA,"IMPC_EOL_027_001","Others"
72189,"Oropharynx",NA,"IMPC_EOL_028_001","Others"
72190,"3rd branchial arch",NA,"IMPC_EOL_029_001","Others"
72191,"3rd arch artery",NA,"IMPC_EOL_030_001","Others"
72192,"Aortic sac ",NA,"IMPC_EOL_031_001","Others"
72193,"Common atrial chamber",NA,"IMPC_EOL_032_001","Others"
72194,"Atrioventricular canal",NA,"IMPC_EOL_033_001","Others"
72195,"Heart ventricle",NA,"IMPC_EOL_034_001","Cardiovascular"
72196,"Primitive heart tube cardiac muscle",NA,"IMPC_EOL_035_001","Cardiovascular"
72197,"Dorsal aorta ",NA,"IMPC_EOL_036_001","Others"
72198,"Hepatic primordium",NA,"IMPC_EOL_037_001","Liver"
72199,"Hindgut",NA,"IMPC_EOL_038_001","Digestive"
72200,"Forelimb bud",NA,"IMPC_EOL_039_001","Motor_Function"
72201,"Neural tube",NA,"IMPC_EOL_040_001","Others"
72202,"Caudal neuropore",NA,"IMPC_EOL_041_001","Brain"
72203,"Somite",NA,"IMPC_EOL_042_001","Others"
72204,"Somite count","","IMPC_EOL_043_001","Others"
72205,"Delayed embryonic development","","IMPC_EOL_044_001","Others"
72206,"Vitelline artery",NA,"IMPC_EOL_045_001","Others"
72207,"Umbilical vein",NA,"IMPC_EOL_046_001","Others"
72208,"Foregut",NA,"IMPC_EOL_047_001","Digestive"
72209,"Midgut",NA,"IMPC_EOL_048_001","Digestive"
72210,"Pericardial cavity",NA,"IMPC_EOL_049_001","Others"
72211,"Peritoneal cavity",NA,"IMPC_EOL_050_001","Others"
72212,"Sinus venosus",NA,"IMPC_EOL_051_001","Others"
72213,"Annotator ID","","IMPC_EOL_052_001","Others"
72219,"Camera to Source",NA,"IMPC_EML_010_001","Others"
72220,"Equipment Version",NA,"IMPC_EML_006_001","General_and_Equipment"
72221,"Image Pixel Size",NA,"IMPC_EML_007_001","Imaging"
72222,"Date of Scan",NA,"IMPC_EML_014_001","Imaging"
72223,"Equipment Manufacturer",NA,"IMPC_EML_004_001","General_and_Equipment"
72224,"Equipment ID",NA,"IMPC_EML_003_001","General_and_Equipment"
72225,"E9.5 MicroCT Preparation protocol",NA,"IMPC_EML_008_001","Others"
72226,"Screenshots",NA,"IMPC_EML_017_001","Others"
72227,"Object to Source",NA,"IMPC_EML_009_001","Others"
72228,"Source Current",NA,"IMPC_EML_016_001","Others"
72229,"Date of Sacrifice",NA,"IMPC_EML_012_001","Others"
72230,"Date Preparation Finished",NA,"IMPC_EML_013_001","Others"
72231,"Embryo reconstruction",NA,"IMPC_EML_001_001","Others"
72232,"Experimenter ID",NA,"IMPC_EML_002_001","Others"
72233,"Source Voltage",NA,"IMPC_EML_015_001","Others"
72234,"Date equipment last calibrated",NA,"IMPC_EML_011_001","General_and_Equipment"
72235,"Equipment Model",NA,"IMPC_EML_005_001","General_and_Equipment"
72236,"Hindbrain",NA,"IMPC_EML_018_001","Brain"
72237,"4th ventricle",NA,"IMPC_EML_019_001","Others"
72238,"Mesencephalic vesicle",NA,"IMPC_EML_020_001","Others"
72239,"Forebrain",NA,"IMPC_EML_021_001","Brain"
72240,"Telecenphalic (lateral) ventricle",NA,"IMPC_EML_022_001","Others"
72241,"Rhombomeres","","IMPC_EML_023_001","Others"
72242,"Notochord",NA,"IMPC_EML_024_001","Others"
72243,"Infundibular recess of 3rd ventricle",NA,"IMPC_EML_025_001","Others"
72244,"Rathke's pouch",NA,"IMPC_EML_026_001","Others"
72245,"Optic vesicle",NA,"IMPC_EML_027_001","Others"
72246,"Otocyst",NA,"IMPC_EML_028_001","Others"
72247,"1st branchial arch",NA,"IMPC_EML_029_001","Others"
72248,"1st arch artery",NA,"IMPC_EML_030_001","Others"
72249,"2nd branchial arch",NA,"IMPC_EML_031_001","Others"
72250,"2nd arch artery",NA,"IMPC_EML_032_001","Others"
72251,"Oropharynx",NA,"IMPC_EML_033_001","Others"
72252,"3rd branchial arch",NA,"IMPC_EML_034_001","Others"
72253,"3rd arch artery",NA,"IMPC_EML_035_001","Others"
72254,"Aortic sac ",NA,"IMPC_EML_036_001","Others"
72255,"Common atrial chamber",NA,"IMPC_EML_037_001","Others"
72256,"Atrioventricular canal",NA,"IMPC_EML_038_001","Others"
72257,"Heart ventricle",NA,"IMPC_EML_039_001","Cardiovascular"
72258,"Primitive heart tube cardiac muscle",NA,"IMPC_EML_040_001","Cardiovascular"
72259,"Dorsal aorta ",NA,"IMPC_EML_041_001","Others"
72260,"Hepatic primordium",NA,"IMPC_EML_042_001","Liver"
72261,"Hindgut",NA,"IMPC_EML_043_001","Digestive"
72262,"Forelimb bud",NA,"IMPC_EML_044_001","Motor_Function"
72263,"Neural tube",NA,"IMPC_EML_045_001","Others"
72264,"Caudal neuropore",NA,"IMPC_EML_046_001","Brain"
72265,"Somite",NA,"IMPC_EML_047_001","Others"
72266,"Somite count","","IMPC_EML_048_001","Others"
72267,"Delayed embryonic development","","IMPC_EML_049_001","Others"
72268,"Vitelline artery",NA,"IMPC_EML_050_001","Others"
72269,"Umbilical vein",NA,"IMPC_EML_051_001","Others"
72270,"Foregut",NA,"IMPC_EML_052_001","Digestive"
72271,"Midgut",NA,"IMPC_EML_053_001","Digestive"
72272,"Pericardial cavity",NA,"IMPC_EML_054_001","Others"
72273,"Peritoneal cavity",NA,"IMPC_EML_055_001","Others"
72274,"Sinus venosus",NA,"IMPC_EML_056_001","Others"
72275,"Annotator ID","","IMPC_EML_057_001","Others"
72276,"Date of Annotation","","IMPC_EML_058_001","Others"
72720,"Date of Annotation","","IMPC_EOL_053_001","Others"
73074,"Embryo reconstruction","","IMPC_EMA_001_001","Others"
73075,"Experimenter ID",NA,"IMPC_EMA_002_001","Others"
73076,"Equipment ID",NA,"IMPC_EMA_003_001","General_and_Equipment"
73077,"Equipment Manufacturer",NA,"IMPC_EMA_004_001","General_and_Equipment"
73078,"Equipment Model",NA,"IMPC_EMA_005_001","General_and_Equipment"
73079,"Equipment Version",NA,"IMPC_EMA_006_001","General_and_Equipment"
73080,"Image Pixel Size",NA,"IMPC_EMA_007_001","Imaging"
73081,"E18.5 MicroCT Preparation protocol",NA,"IMPC_EMA_008_001","Others"
73082,"Date equipment last calibrated",NA,"IMPC_EMA_009_001","General_and_Equipment"
73083,"Date of Sacrifice",NA,"IMPC_EMA_010_001","Others"
73084,"Date Preparation Finished",NA,"IMPC_EMA_011_001","Others"
73085,"Date of Scan",NA,"IMPC_EMA_012_001","Imaging"
73086,"Source Voltage",NA,"IMPC_EMA_013_001","Others"
73087,"Source Current",NA,"IMPC_EMA_014_001","Others"
73088,"Object to Source",NA,"IMPC_EMA_015_001","Others"
73089,"Camera to Source",NA,"IMPC_EMA_016_001","Others"
73090,"Screenshots","","IMPC_EMA_017_001","Others"
73091,"Limb digits","","IMPC_EMA_018_001","Motor_Function"
73092,"Tail","","IMPC_EMA_019_001","Others"
73093,"Limbs","","IMPC_EMA_020_001","Motor_Function"
73094,"Pinna","","IMPC_EMA_021_001","Others"
73095,"Vibrissa","","IMPC_EMA_022_001","Others"
73096,"Edema","","IMPC_EMA_023_001","Others"
73097,"Embryo size","","IMPC_EMA_024_001","Others"
73098,"Spinal Cord","","IMPC_EMA_025_001","Others"
73099,"Spine curvature ","","IMPC_EMA_026_001","Others"
73100,"Craniofacial morphology","","IMPC_EMA_027_001","Others"
73101,"Hindbrain subarachnoid space","","IMPC_EMA_028_001","Brain"
73102,"Midbrain roof plate","","IMPC_EMA_029_001","Brain"
73103,"Midbrain","","IMPC_EMA_030_001","Brain"
73104,"Cerebellum","","IMPC_EMA_031_001","Brain"
73105,"Cerebral cortex","","IMPC_EMA_032_001","Brain"
73106,"Thalamus","","IMPC_EMA_033_001","Others"
73107,"Corpus striatum","","IMPC_EMA_034_001","Others"
73108,"Hippocampus","","IMPC_EMA_035_001","Brain"
73109,"Hypothalamus","","IMPC_EMA_036_001","Brain"
73110,"Pineal gland","","IMPC_EMA_037_001","Others"
73111,"Pons","","IMPC_EMA_038_001","Others"
73112,"Medulla oblongata","","IMPC_EMA_039_001","Others"
73113,"Lateral ventricles","","IMPC_EMA_040_001","Others"
73114,"Lateral ventricle choroid plexus","","IMPC_EMA_041_001","Others"
73115,"4th ventricle choroid plexus","","IMPC_EMA_042_001","Others"
73116,"4th Ventricle","","IMPC_EMA_043_001","Others"
73117,"Cerebral aqueduct","","IMPC_EMA_044_001","Others"
73118,"Median sulcus","","IMPC_EMA_045_001","Others"
73119,"3rd ventricle","","IMPC_EMA_046_001","Others"
73120,"Olfactory lobe","","IMPC_EMA_047_001","Brain"
73121,"Trigeminal ganglion","","IMPC_EMA_048_001","Others"
73122,"Pituitary gland","","IMPC_EMA_049_001","Others"
73123,"Spinal cord cervical region","","IMPC_EMA_050_001","Others"
73124,"Dorsal root ganglion","","IMPC_EMA_051_001","Others"
73125,"Cochlea","","IMPC_EMA_052_001","Others"
73126,"Nasal septum","","IMPC_EMA_053_001","Others"
73127,"Nasal cavity","","IMPC_EMA_054_001","Others"
73128,"Nasopharynx","","IMPC_EMA_055_001","Others"
73129,"Vomeronasal organ","","IMPC_EMA_056_001","Others"
73130,"Oropharynx","","IMPC_EMA_057_001","Others"
73131,"Oral cavity","","IMPC_EMA_058_001","Others"
73132,"Optic nerve","","IMPC_EMA_059_001","Others"
73133,"Intraretinal space","","IMPC_EMA_060_001","Others"
73134,"Hyaloid cavity","","IMPC_EMA_061_001","Others"
73135,"Cornea","","IMPC_EMA_062_001","Others"
73136,"Lens","","IMPC_EMA_063_001","Others"
73137,"Eyelids","","IMPC_EMA_064_001","Others"
73138,"Temporal bone","","IMPC_EMA_065_001","Bone"
73139,"Pharyngo-tympanic tube","","IMPC_EMA_066_001","Others"
73140,"Palate","","IMPC_EMA_067_001","Others"
73141,"Epiglottis","","IMPC_EMA_068_001","Others"
73142,"Tongue","","IMPC_EMA_069_001","Others"
73143,"Mandible","","IMPC_EMA_070_001","Others"
73144,"Lower jaw molar","","IMPC_EMA_071_001","Others"
73145,"Upper jaw molar","","IMPC_EMA_072_001","Others"
73146,"Sphenoid bone","","IMPC_EMA_073_001","Bone"
73147,"Thyroid gland","","IMPC_EMA_074_001","Others"
73148,"Submandibular gland","","IMPC_EMA_075_001","Others"
73149,"Brown fat","","IMPC_EMA_076_001","Others"
73150,"Vertebrae","","IMPC_EMA_077_001","Others"
73151,"Esophagus","","IMPC_EMA_078_001","Others"
73152,"Clavicle","","IMPC_EMA_079_001","Others"
73153,"Scapula","","IMPC_EMA_080_001","Others"
73154,"Ulna","","IMPC_EMA_081_001","Others"
73155,"Humerus","","IMPC_EMA_082_001","Others"
73156,"Arytenoid cartilage","","IMPC_EMA_083_001","Others"
73157,"Cricoid cartilage","","IMPC_EMA_084_001","Others"
73158,"Trachea","","IMPC_EMA_085_001","Others"
73159,"Carotid artery","","IMPC_EMA_086_001","Others"
73160,"Thymus","","IMPC_EMA_087_001","Others"
73161,"Sternum","","IMPC_EMA_088_001","Others"
73162,"Rib","","IMPC_EMA_089_001","Others"
73163,"T1 rib","","IMPC_EMA_090_001","Others"
73164,"Vena cava","","IMPC_EMA_091_001","Others"
73165,"Inferior vena cava","","IMPC_EMA_092_001","Others"
73166,"Superior vena cava","","IMPC_EMA_093_001","Others"
73167,"Jugular vein","","IMPC_EMA_094_001","Others"
73168,"Ductus arteriosus","","IMPC_EMA_095_001","Others"
73169,"Pulmonary valve","","IMPC_EMA_096_001","Respiratory"
73170,"Pulmonary trunk","","IMPC_EMA_097_001","Respiratory"
73171,"Dorsal aorta","","IMPC_EMA_098_001","Others"
73172,"Ductus venosus","","IMPC_EMA_099_001","Others"
73173,"Aorta","","IMPC_EMA_100_001","Others"
73174,"Aortic valve","","IMPC_EMA_101_001","Others"
73175,"Heart atrium","","IMPC_EMA_102_001","Cardiovascular"
73176,"Heart ventricle","","IMPC_EMA_103_001","Cardiovascular"
73177,"Tricuspid valve","","IMPC_EMA_104_001","Others"
73178,"Mitral valve","","IMPC_EMA_105_001","Others"
73179,"Interventricular septum","","IMPC_EMA_106_001","Others"
73180,"Pericardial cavity","","IMPC_EMA_107_001","Others"
73181,"Pericardium","","IMPC_EMA_108_001","Others"
73182,"Main bronchus","","IMPC_EMA_109_001","Others"
73183,"Bronchus","","IMPC_EMA_110_001","Others"
73184,"Right lung cranial lobe","","IMPC_EMA_111_001","Respiratory"
73185,"Right lung middle lobe","","IMPC_EMA_112_001","Respiratory"
73186,"Right lung caudal lobe","","IMPC_EMA_113_001","Respiratory"
73187,"Right lung accessory lobe","","IMPC_EMA_114_001","Respiratory"
73188,"Left lung","","IMPC_EMA_115_001","Respiratory"
73189,"Diaphragm","","IMPC_EMA_116_001","Others"
73190,"Peritoneal cavity","","IMPC_EMA_117_001","Others"
73191,"Liver","","IMPC_EMA_118_001","Liver"
73192,"Liver left lobe","","IMPC_EMA_119_001","Liver"
73193,"Liver right lobe","","IMPC_EMA_120_001","Liver"
73194,"Liver caudate lobe","","IMPC_EMA_121_001","Liver"
73195,"Gallbladder","","IMPC_EMA_122_001","Others"
73196,"Liver lobar interzone","","IMPC_EMA_123_001","Liver"
73197,"Pancreas","","IMPC_EMA_124_001","Others"
73198,"Stomach","","IMPC_EMA_125_001","Digestive"
73199,"Pyloric antrum","","IMPC_EMA_126_001","Others"
73200,"Stomach fundus","","IMPC_EMA_127_001","Digestive"
73201,"Stomach lumen","","IMPC_EMA_128_001","Digestive"
73202,"Small intestine","","IMPC_EMA_129_001","Others"
73203,"Hindgut","","IMPC_EMA_130_001","Digestive"
73204,"Midgut","","IMPC_EMA_131_001","Digestive"
73205,"Hip joint","","IMPC_EMA_132_001","Bone"
73206,"Femur","","IMPC_EMA_133_001","Others"
73207,"Fibula","","IMPC_EMA_134_001","Others"
73208,"Tibia","","IMPC_EMA_135_001","Others"
73209,"Adrenal gland","","IMPC_EMA_136_001","Kidney"
73210,"Kidney","","IMPC_EMA_137_001","Kidney"
73211,"Renal calyx","","IMPC_EMA_138_001","Kidney"
73212,"Bladder","","IMPC_EMA_139_001","Others"
73213,"Rectum","","IMPC_EMA_140_001","Others"
73214,"Spleen","","IMPC_EMA_141_001","Others"
73215,"Ovary","","IMPC_EMA_142_001","Reproductive"
73216,"Testes","","IMPC_EMA_143_001","Others"
73217,"Penis","","IMPC_EMA_144_001","Others"
73218,"Circumventricular organ","","IMPC_EMA_145_001","Others"
73219,"Hyoid","","IMPC_EMA_146_001","Others"
73220,"Severely dysmorphic","","IMPC_EMA_147_001","Others"
73221,"Delayed embryonic development","","IMPC_EMA_148_001","Others"
73222,"Annotator ID","","IMPC_EMA_149_001","Others"
73223,"Date of Annotation","","IMPC_EMA_150_001","Others"
73974,"Left testis weight","left_testis_weight","IMPC_OWT_021_001","Reproductive"
73975,"Right testis weight","right_testis_weight","IMPC_OWT_022_001","Reproductive"
73976,"Whole liver weight","whole_liver_weight","IMPC_OWT_023_001","Liver"
73977,"Right lung all lobes weight","right_lung_all_lobes_weight","IMPC_OWT_024_001","Respiratory"
73978,"Left lung weight","left_lung_weight","IMPC_OWT_025_001","Respiratory"
73979,"Left testis weight to body weight ratio","left_testis_weight_to_body_weight_ratio","IMPC_OWT_026_001","Reproductive"
73980,"Right testis weight to body weight ratio","right_testis_weight_to_body_weight_ratio","IMPC_OWT_027_001","Reproductive"
73981,"Whole liver weight to body weight ratio","whole_liver_weight_to_body_weight_ratio","IMPC_OWT_028_001","Liver"
73982,"Right lung all lobes weight to body weight ratio","right_lung_all_lobes_weight_to_body_weight_ratio","IMPC_OWT_029_001","Respiratory"
73983,"Left lung weight to body weight ratio","left_lung_weight_to_body_weight_ratio","IMPC_OWT_030_001","Respiratory"
74092,"Percentage center movement time","percentage_center_movement_time","IMPC_OFD_050_001","Behavior"
74113,"Whole lung weight","whole_lung_weight","IMPC_OWT_031_001","Respiratory"
74120,"Animal Status","","IMPC_WEL_005_001","Others"
74751,"Lead Configuration","","IMPC_ECG_027_001","Others"
75512,"Adrenal gland - Descriptor PATO","","IMPC_HIS_107_001","Kidney"
75513,"Adrenal gland - MA term",NA,"IMPC_HIS_350_001","Kidney"
75514,"Adrenal gland - MPATH pathological entity term","","IMPC_HIS_103_002","Kidney"
75515,"Adrenal gland - MPATH pathological process term","","IMPC_HIS_105_002","Kidney"
75516,"Bone - Descriptor PATO","","IMPC_HIS_346_001","Bone"
75517,"Bone - MA term",NA,"IMPC_HIS_351_001","Bone"
75518,"Bone - MPATH pathological entity term","","IMPC_HIS_342_002","Bone"
75519,"Bone - MPATH pathological process term","","IMPC_HIS_344_002","Bone"
75520,"Bone marrow - Descriptor PATO","","IMPC_HIS_234_001","Bone"
75521,"Bone marrow - MA term",NA,"IMPC_HIS_352_001","Bone"
75522,"Bone marrow - MPATH pathological entity term","","IMPC_HIS_230_002","Bone"
75523,"Bone marrow - MPATH pathological process term","","IMPC_HIS_232_002","Bone"
75524,"Brain - Descriptor PATO","","IMPC_HIS_005_001","Brain"
75525,"Brain - MA term",NA,"IMPC_HIS_353_001","Brain"
75526,"Brain - MPATH pathological entity term","","IMPC_HIS_001_002","Brain"
75527,"Brain - MPATH pathological process term","","IMPC_HIS_003_002","Brain"
75528,"Brown adipose tissue - Descriptor PATO","","IMPC_HIS_241_001","Others"
75529,"Brown adipose tissue - MA term",NA,"IMPC_HIS_354_001","Others"
75530,"Brown adipose tissue - MPATH pathological entity term","","IMPC_HIS_237_002","Others"
75531,"Brown adipose tissue - MPATH pathological process term","","IMPC_HIS_239_002","Others"
75532,"Ear - Descriptor PATO","","IMPC_HIS_276_001","Others"
75533,"Ear - MA term",NA,"IMPC_HIS_355_001","Others"
75534,"Ear - MPATH pathological entity term","","IMPC_HIS_272_002","Others"
75535,"Ear - MPATH pathological process term","","IMPC_HIS_274_002","Others"
75536,"Epididymis - Descriptor PATO","","IMPC_HIS_149_001","Others"
75537,"Epididymis - MA term",NA,"IMPC_HIS_356_001","Others"
75538,"Epididymis - MPATH pathological entity term","","IMPC_HIS_145_002","Others"
75539,"Epididymis - MPATH pathological process term","","IMPC_HIS_147_002","Others"
75540,"Esophagus - Descriptor PATO","","IMPC_HIS_047_001","Others"
75541,"Esophagus - MA term",NA,"IMPC_HIS_357_001","Others"
75542,"Esophagus - MPATH pathological entity term","","IMPC_HIS_043_002","Others"
75543,"Esophagus - MPATH pathological process term","","IMPC_HIS_045_002","Others"
75544,"Eye - Descriptor PATO","","IMPC_HIS_011_001","Others"
75545,"Eye - MA term",NA,"IMPC_HIS_358_001","Others"
75546,"Eye - MPATH pathological entity term","","IMPC_HIS_007_002","Others"
75547,"Eye - MPATH pathological process term","","IMPC_HIS_009_002","Others"
75548,"Femur - Descriptor PATO","","IMPC_HIS_227_001","Others"
75549,"Femur - MA term",NA,"IMPC_HIS_359_001","Others"
75550,"Femur - MPATH pathological entity term","","IMPC_HIS_223_002","Others"
75551,"Femur - MPATH pathological process term","","IMPC_HIS_225_002","Others"
75552,"Gall bladder - Descriptor PATO","","IMPC_HIS_065_001","Others"
75553,"Gall bladder - MA term",NA,"IMPC_HIS_360_001","Others"
75554,"Gall bladder - MPATH pathological entity term","","IMPC_HIS_061_002","Others"
75555,"Gall bladder - MPATH pathological process term","","IMPC_HIS_063_002","Others"
75556,"Heart - Descriptor PATO","","IMPC_HIS_035_001","Cardiovascular"
75557,"Heart - MA term",NA,"IMPC_HIS_361_001","Cardiovascular"
75558,"Heart - MPATH pathological entity term","","IMPC_HIS_031_002","Cardiovascular"
75559,"Heart - MPATH pathological process term","","IMPC_HIS_033_002","Cardiovascular"
75560,"Kidney - Descriptor PATO","","IMPC_HIS_101_001","Kidney"
75561,"Kidney - MA term",NA,"IMPC_HIS_362_001","Kidney"
75562,"Kidney - MPATH pathological entity term","","IMPC_HIS_097_002","Kidney"
75563,"Kidney - MPATH pathological process term","","IMPC_HIS_099_002","Kidney"
75564,"Knee joint - Descriptor PATO","","IMPC_HIS_255_001","Bone"
75565,"Knee joint - MA term",NA,"IMPC_HIS_363_001","Bone"
75566,"Knee joint - MPATH pathological entity term","","IMPC_HIS_251_002","Bone"
75567,"Knee joint - MPATH pathological process term","","IMPC_HIS_253_002","Bone"
75568,"Large intestine - Descriptor PATO","","IMPC_HIS_083_001","Others"
75569,"Large intestine - MA term",NA,"IMPC_HIS_364_001","Others"
75570,"Large intestine - MPATH pathological entity term","","IMPC_HIS_079_002","Others"
75571,"Large intestine - MPATH pathological process term","","IMPC_HIS_081_002","Others"
75572,"Liver - Descriptor PATO","","IMPC_HIS_059_001","Liver"
75573,"Liver - MA term",NA,"IMPC_HIS_365_001","Liver"
75574,"Liver - MPATH pathological entity term","","IMPC_HIS_055_002","Liver"
75575,"Liver - MPATH pathological process term","","IMPC_HIS_057_002","Liver"
75576,"Lung - Descriptor PATO","","IMPC_HIS_053_001","Respiratory"
75577,"Lung - MA term",NA,"IMPC_HIS_366_001","Respiratory"
75578,"Lung - MPATH pathological entity term","","IMPC_HIS_049_002","Respiratory"
75579,"Lung - MPATH pathological process term","","IMPC_HIS_051_002","Respiratory"
75580,"Lymph node - Descriptor PATO","","IMPC_HIS_119_001","Others"
75581,"Lymph node - MA term",NA,"IMPC_HIS_367_001","Others"
75582,"Lymph node - MPATH pathological entity term","","IMPC_HIS_115_002","Others"
75583,"Lymph node - MPATH pathological process term","","IMPC_HIS_117_002","Others"
75584,"Mammary gland - Descriptor PATO","","IMPC_HIS_113_001","Others"
75585,"Mammary gland - MA term",NA,"IMPC_HIS_368_001","Others"
75586,"Mammary gland - MPATH pathological entity term","","IMPC_HIS_109_002","Others"
75587,"Mammary gland - MPATH pathological process term","","IMPC_HIS_111_002","Others"
75588,"Nasal cavity - Descriptor PATO","","IMPC_HIS_269_001","Others"
75589,"Nasal cavity - MA term",NA,"IMPC_HIS_369_001","Others"
75590,"Nasal cavity - MPATH pathological entity term","","IMPC_HIS_265_002","Others"
75591,"Nasal cavity - MPATH pathological process term","","IMPC_HIS_267_002","Others"
75592,"Ovary - Descriptor PATO","","IMPC_HIS_167_001","Reproductive"
75593,"Ovary - MA term",NA,"IMPC_HIS_370_001","Reproductive"
75594,"Ovary - MPATH pathological entity term","","IMPC_HIS_163_002","Reproductive"
75595,"Ovary - MPATH pathological process term","","IMPC_HIS_165_002","Reproductive"
75596,"Pancreas - Descriptor PATO","","IMPC_HIS_089_001","Others"
75597,"Pancreas - MA term",NA,"IMPC_HIS_371_001","Others"
75598,"Pancreas - MPATH pathological entity term","","IMPC_HIS_085_002","Others"
75599,"Pancreas - MPATH pathological process term","","IMPC_HIS_087_002","Others"
75600,"Pituitary gland - Descriptor PATO","","IMPC_HIS_373_001","Others"
75601,"Pituitary gland - MA term",NA,"IMPC_HIS_375_001","Others"
75602,"Pituitary gland - MPATH pathological entity term","","IMPC_HIS_376_001","Others"
75603,"Pituitary gland - MPATH pathological process term","","IMPC_HIS_377_001","Others"
75604,"Prostate gland - Descriptor PATO","","IMPC_HIS_155_001","Others"
75605,"Prostate gland - MA term",NA,"IMPC_HIS_380_001","Others"
75606,"Prostate gland - MPATH pathological entity term","","IMPC_HIS_151_002","Others"
75607,"Prostate gland - MPATH pathological process term","","IMPC_HIS_153_002","Others"
75608,"Salivary gland - Descriptor PATO","","IMPC_HIS_213_001","Others"
75609,"Salivary gland - MA term",NA,"IMPC_HIS_381_001","Others"
75610,"Salivary gland - MPATH pathological entity term","","IMPC_HIS_209_002","Others"
75611,"Salivary gland - MPATH pathological process term","","IMPC_HIS_211_002","Others"
75612,"Sciatic nerve - Descriptor PATO","","IMPC_HIS_297_001","Others"
75613,"Sciatic nerve - MA term",NA,"IMPC_HIS_382_001","Others"
75614,"Sciatic nerve - MPATH pathological entity term","","IMPC_HIS_293_002","Others"
