"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue","qc_failure_count","qc_pvalue_failure_count"
"moe7pan24lr043n","MGI:1917315","ANKRD60","C57BL","Early adult","ESLIM_022_001_001","body weight",1.109943,0,1
"mp9vit8ii77xi75","MGI:2183102","SARDH","C57BL","Early adult","IMPC_EYE_010_001","iris/pupil",1.473156,0,1
"mq06700236t53x8","MGI:1921660","TTLL11","C57BL","Early adult","IMPC_CBC_008_001","total bilirubin",1.018395,0,1
"mvhi4s1b2805bqz","MGI:87882","ACP2","C57BL","Early adult","IMPC_CSD_030_001","tremor",1.28196,0,1
"mvtrk520j820xgx","MGI:109339","EYA3","C57BL","Early adult","IMPC_GEL_063_001","delayed embryonic development",1.305597,0,1
"mxg21x5814d85b7","MGI:3780953","MNDAL","C57BL","E12.5","ICS_FEA_017_001","% freezing duration habituation-2",1.25183,0,1
"mxs130kk857p2ds","MGI:2183102","SARDH","C57BL","Early adult","IMPC_ABR_008_001","18khz-evoked abr threshold",1.066708,0,1
"mzz77c0v6jp5szk","MGI:1914313","PGAP4","C57BL","Early adult","IMPC_GEL_029_001","midbrain",1.464328,0,1
"n039h1601fks33x","MGI:1917634","TMEM185B","C57BL","Early adult","IMPC_CSD_039_001","limb grasp",1.09976,0,1
"n0f80ivfgty7290","MGI:2138365","TMEM237","C57BL","Early adult","IMPC_FEA_107_001","difference in conditioning post-shock and conditioning baseline % freezing",1.420933,0,1
"n0n86i4c4wn2683","MGI:1336997","LANCL1","C57BL","Early adult","IMPC_EYE_025_001","retinal blood vessels structure",1.164687,0,1
"n10an5jd2j6c5z5","MGI:1197010","SUMO1","C57BL","Early adult","M-G-P_025_001_021","uric acid",1.007069,0,1
"n1oh23o06e7pe38","MGI:97372","NPR2","C57BL","E18.5","IMPC_ABR_002_001","click-evoked abr threshold",1.239941,0,1
"n2231ol6jo435nd","MGI:1351614","GYG1","C57BL","Early adult","IMPC_EYE_064_001","right outer nuclear layer",1.497562,0,1
"n3348rq62582e9u","MGI:109442","ITGA8","C57BL","Early adult","IMPC_CSD_019_001","forelimbs - size",1.444511,0,1
"n4m38qs6iwzr781","MGI:2669796","RTN4RL2","C57BL","Early adult","IMPC_HEM_038_001","basophil differential count",1.050545,0,1
"n505101qd1081k6","MGI:88294","CACNA1S","C57BL","E12.5","IMPC_GEO_047_002","microphthalmia",1.223194,0,1
"n6f01mbat5lq04e","MGI:1914523","NDUFA10","C57BL","Early adult","IMPC_HEM_035_001","eosinophil differential count",1.367149,0,1
"n6xr064ucaap0q3","MGI:1890645","NEK7","C57BL","E15.5","CCP_XRY_018_001","shape of vertebrae",1.184083,0,1
"n75b1vds33y8h73","MGI:1277952","SERPINB3C","C57BL","Early adult","IMPC_OFD_009_001","whole arena average speed",1.277962,0,1
"n7l206l48v60yu0","MGI:2441869","ARHGEF11","C57BL","Early adult","HRWLLA_IPG_010_001","fasted blood glucose concentration",1.355799,0,1
"n81r1ia43az7mag","MGI:1890577","SRSF4","129SV","Early adult","IMPC_CBC_018_001","glucose",1.271606,0,1
"n8wt5402956by26","MGI:2444218","AHDC1","C57BL","Early adult","ESLIM_015_001_006","chloride",1.112726,0,1
"n97eebw0l9go57t","MGI:1201414","CER1","C57BL","Early adult","ESLIM_016_001_002","red blood cell count",1.155099,0,1
"nb4g1vf1s415u27","MGI:2443133","TMEM198","C57BL","Early adult","IMPC_OFD_021_001","number of rears - total",1.019858,0,1
"nb4tnvd20v29vwm","MGI:2156003","SNIP1","C57BL","Early adult","BCMLA_OWT_002_001","spleen weight",1.47096,0,1
"nd7t37650c09674","MGI:1342287","KLF4","C57BL","Early adult","IMPC_HWT_008_001","heart weight",1.149694,0,1
"nf5zm718o2wqzb7","MGI:3780953","MNDAL","C57BL","E18.5","IMPC_GEO_069_001","delayed embryonic development",1.355948,0,1
"nf6qqmi9lt7q76q","MGI:2685830","NSL1","C57BL","E9.5","JAXLA_CSD_005_001","coat - color - back",1.453466,0,1
"nh2uu249rmka8l9","MGI:2158650","IDH3B","C57BL","Early adult","ESLIM_007_001_008","periphery permanence time",1.266972,0,1
"nhja70dtwqiwbng","MGI:3652166","LDLRAD1","C57BL","Early adult","JAXLA_DXA_009_001","fat/body weight",1.116425,0,1
"nmi405y5om3us5x","MGI:5301008","FSBP","C57BL","Early adult","IMPC_CSD_077_001","contact righting",1.485809,0,1
"no74ve3dg9wy2z4","MGI:1921579","INAVA","C57BL","Early adult","IMPC_ACS_033_001","% pre-pulse inhibition - ppi1",1.240967,0,1
"npi20pp0n3398f8","MGI:1862037","SLC12A5","C57BL","E15.5","IMPC_HWT_002_001","tibia length",1.39156,0,1
"nqz88iu28zw0623","MGI:1916125","TMCC2","C57BL","E18.5","ESLIM_018_001_003","t cell cd3+ percentage",1.346722,0,1
"nu411dq52a8jb13","MGI:97372","NPR2","C57BL","E18.5","ESLIM_013_001_003","left retina",1.001364,0,1
"ny53f282gq7633j","MGI:1919772","ATXN7L2","C57BL","Early adult","ICS_FEA_006_001","% freezing duration context-1",1.030855,0,1
"o06qn6u8j4mv694","MGI:1890645","NEK7","C57BL","E15.5","IMPC_EYE_027_001","persistence of hyaloid vascular system",1.113014,0,1
"o16py4q2wts4b6g","MGI:3027003","INO80D","C57BL","E12.5","IMPC_HEM_040_001","large unstained cell (luc) differential count",1.10814,0,1
"o1x0t289o385n22","MGI:3780953","MNDAL","C57BL","E12.5","CCP_XRY_064_001","thoracic processes",1.369151,0,1
"o215k56228x4wg3","MGI:2685830","NSL1","C57BL","Early adult","IMPC_ECG_004_001","rr",1.032135,0,1
"o2318z4tl8g4053","MGI:3606576","CDNF","C57BL","Early adult","ESLIM_014_001_010","lens opacity",1.150511,0,1
"o25m3n793t941tg","MGI:1095396","COL16A1","C57BL","Early adult","M-G-P_014_001_007","cornea opacity",1.112607,0,1
"o359d6if28do6du","MGI:97372","NPR2","C57BL","Early adult","IMPC_ABR_010_001","24khz-evoked abr threshold",1.478061,0,1
"o3l7yil6n460oe2","MGI:98289","SCG5","C57BL","Early adult","IMPC_CSD_019_001","forelimbs - size",1.01828,0,1
"o3z4p78n8jfo8a4","MGI:2682639","DDX31","C57BL","E18.5","IMPC_HEM_005_001","mean cell volume",1.16099,0,1
"o4668ib4h6oybml","MGI:2443258","MAP3K20","C57BL","Early adult","IMPC_HEM_006_001","mean corpuscular hemoglobin",1.034279,0,1
"o64t323qau6ts8f","MGI:2442190","CAMK1D","C57BL","Late adult","GMC_923_001_001","body weight",1.029408,0,1
"o64tkh76202sb4n","MGI:1890577","SRSF4","C57BL","Early adult","ESLIM_008_001_012","tail elevation",1.417231,0,1
"o7402n32f9u8857","MGI:2139309","GARNL3","C57BL","E18.5","IMPC_CBC_012_001","aspartate aminotransferase",1.224129,0,1
"o7444p01b0u57v0","MGI:2139309","GARNL3","C57BL","Early adult","CCP_XRY_020_001","processes on vertebrae",1.186866,0,1
"o74x5s8i4i07h9p","MGI:88399","CHRM4","C57BL","Early adult","IMPC_EYE_011_001","pupil position",1.485048,0,1
"o7g20241845v837","MGI:1336993","AP4E1","C57BL","Early adult","ESLIM_001_001_009","coat hair color",1.001265,0,1
"o89o7mncl40qil5","MGI:104650","CNR2","C57BL","Early adult","IMPC_OFD_021_001","number of rears - total",1.230017,0,1
"oaed142uyq87lh7","MGI:107339","GFM1","C57BL","Early adult","UCD_OWT_004_001","left kidney",1.000586,0,1
"oao62l017ggv9eg","MGI:106505","ZMYM6","C57BL","Early adult","IMPC_CAL_017_001","respiratory exchange ratio",1.271107,0,1
"oc2gjgj6783ylmh","MGI:1913941","GAPVD1","C57BL","Late adult","M-G-P_006_001_028","number of pelvic vertebrae",1.265717,0,1
"of1b4y6e184oq1i","MGI:1919772","ATXN7L2","C57BL","Early adult","IMPC_DXA_006_001","body length",1.450116,0,1
"of6fwp8e3rq08o7","MGI:2444218","AHDC1","C57BL","Early adult","IMPC_EYE_013_001","pupil dilation",1.437538,0,1
"og1901jb6643f6l","MGI:1095396","COL16A1","C57BL","Early adult","M-G-P_006_001_026","fusion of vertebrae",1.205925,0,1
"oh28uld4j38w7wp","MGI:2146189","TOPORS","C57BL","Early adult","IMPC_GRS_010_001","forelimb grip strength normalised against body weight",1.189494,0,1
"oi3mdn66g275gpg","MGI:1923997","DAPL1","C57BL","Early adult","IMPC_HEM_006_001","mean corpuscular hemoglobin",1.27699,0,1
"oij6900l36v8901","MGI:87882","ACP2","C57BL","Early adult","M-G-P_007_001_006","periphery - distance",1.093971,0,1
"oik0eoo53975sr6","MGI:1916976","SMYD3","C57BL","Early adult","KMPCLA_OFD_022_001","percentage center time",1.148612,0,1
"oj9q1q917l480q8","MGI:2442190","CAMK1D","C57BL","Middle aged adult","IMPC_EYE_003_001","eye hemorrhage or blood presence",1.20627,0,1
"ojf91sb21p3y0vy","MGI:95521","FGF7","C57BL","Early adult","JAX_OFD_014_001","center distance travelled",1.045837,0,1
"onq83gg762w155b","MGI:1914523","NDUFA10","C57BL","Early adult","IMPC_EYE_008_001","corneal opacity",1.076975,0,1
"ovvxr49n4t38j8l","MGI:2444401","SNRNP200","C57BL","Early adult","IMPC_DXA_009_001","fat/body weight",1.241523,0,1
"ow6g39z0s3on40n","MGI:1201792","PDE1A","C57BL","Middle aged adult","IMPC_GEP_029_002","cyanosis",1.109197,0,1
"oy175igj8046ba7","MGI:2444218","AHDC1","C57BL","Early adult","IMPC_CBC_015_001","total cholesterol",1.052133,0,1
"oz83k9ug5a4l7b3","MGI:2135884","GPR63","C57BL","Early adult","IMPC_OWT_002_001","spleen weight",1.429236,0,1
"oznfepopc7r2qk8","MGI:1890577","SRSF4","129SV","Early adult","ICS_FEA_021_001","% pre-cue freezing total",1.392683,0,1
"p026cab150668me","MGI:1859325","IL36RN","C57BL","Early adult","CCP_XRY_020_001","processes on vertebrae",1.116819,0,1
"p03at4o2bq52593","MGI:2156003","SNIP1","129SV","Early adult","M-G-P_007_001_003","whole arena - resting time",1.060725,0,1
"p0t7i4g2q2334e0","MGI:2443133","TMEM198","C57BL","Early adult","JAXLA_CSD_036_001","startle response",1.35463,0,1
"p12q8k25q7607gs","MGI:3780953","MNDAL","C57BL","E12.5","IMPC_CSD_061_001","skin color - tail",1.201684,0,1
"p2l89a21134bjbn","MGI:1918893","ZGRF1","C57BL","Early adult","IMPC_HEM_005_001","mean cell volume",1.215778,0,1
"p311wi691i9q85n","MGI:1921280","RIN2","C57BL","Early adult","ESLIM_015_001_003","creatinine",1.2099,0,1
"p359vzknd97l44p","MGI:2138647","FCRLA","C57BL","Early adult","IMPC_CSD_029_001","activity (body position)",1.065305,0,1
"p35jh788968e0un","MGI:106505","ZMYM6","C57BL","Early adult","ICS_FEA_018_001","% freezing duration pre-cue-1",1.098952,0,1
"p3lmnpf14v052fh","MGI:1890645","NEK7","C57BL","Early adult","IMPC_GEO_048_002","anophthalmia",1.443431,0,1
"p45c1puy25m1t3n","MGI:1921696","SLC9B1","C57BL","Early adult","ESLIM_018_001_002","t cell cd8+ percentage",1.167947,0,1
"p4973yx1s6qb8r1","MGI:2156003","SNIP1","129SV","Early adult","IMPC_HEM_007_001","mean cell hemoglobin concentration",1.175878,0,1
"p58u3mp279cf926","MGI:2442190","CAMK1D","C57BL","Late adult","M-G-P_025_001_001","glucose",1.14758,0,1
"p5kx8f9tx63f2mw","MGI:1918103","VWA3B","C57BL","Early adult","JAX_SLW_004_001","sleep dark phase percent",1.375925,0,1
"p5y4a91poj9g7ug","MGI:1921985","TRIM14","C57BL","Early adult","ESLIM_018_001_001","t cell cd4+ percentage",1.428,0,1
"p604501526k6v4r","MGI:104576","LCT","C57BL","Early adult","IMPC_ACS_033_001","% pre-pulse inhibition - ppi1",1.447854,0,1
"p662wov9228f3o2","MGI:1201607","BLZF1","C57BL","Early adult","JAX_OFD_010_001","periphery distance travelled",1.14265,0,1
"p6j69111ln8vwg1","MGI:2442190","CAMK1D","C57BL","Late adult","IMPC_HEM_019_001","mean platelet volume",1.188556,0,1
"p6nv023loxq5cs1","MGI:88294","CACNA1S","C57BL","Early adult","IMPC_CSD_037_001","unexpected behaviors",1.140682,0,1
"p8144l0r448pn38","MGI:2385206","PABPC4","C57BL","Early adult","M-G-P_014_001_014","iris/pupil light response",1.356383,0,1
"p86q6v729n4124z","MGI:1919955","ZCCHC17","C57BL","Early adult","IMPC_FOR_001_001","total duration of lick/bite behaviour",1.096353,0,1
"p96il10y900aym3","MGI:1917315","ANKRD60","C57BL","Early adult","JAX_HBD_001_001","total holepokes",1.397377,0,1
"p996c0w4046u3a1","MGI:2447076","KIF26B","C57BL","E18.5","IMPC_OFD_007_001","whole arena resting time",1.200402,0,1
"pc3s07p5q3n322b","MGI:1924627","KCNT1","C57BL","Early adult","ESLIM_018_001_001","t cell cd4+ percentage",1.397873,0,1
"pg41tb8j9b61482","MGI:88294","CACNA1S","C57BL","E18.5","IMPC_ABR_006_001","12khz-evoked abr threshold",1.35331,0,1
"phzts1kd9m5b7ef","MGI:3758095","TMEM35B","C57BL","Early adult","IMPC_DXA_005_001","bone mineral content (excluding skull)",1.31306,0,1
"pid8drt1hwghj3g","MGI:1917315","ANKRD60","C57BL","Early adult","IMPC_CSD_033_001","gait",1.387425,0,1
"pk2d6fd354yqq4o","MGI:98427","IL1RL1","C57BL","Early adult","IMPC_HEM_030_001","neutrophil cell count",1.071019,0,1
"pkv3cyf4974mjf3","MGI:2385206","PABPC4","C57BL","Early adult","IMPC_GRS_008_001","forelimb grip strength measurement mean",1.058809,0,1
"plg380yjsa44jk5","MGI:2682639","DDX31","C57BL","E18.5","IMPC_ABR_002_001","click-evoked abr threshold",1.458442,0,1
"pm625yfmw6w5ddo","MGI:2444218","AHDC1","C57BL","Early adult","IMPC_OWT_002_001","spleen weight",1.239392,0,1
"pq87nvhq57ob16b","MGI:2180167","NAXE","C57BL","Early adult","IMPC_XRY_033_001","tibia length",1.374041,0,1
"psiy6n90etpw2aq","MGI:1890577","SRSF4","C57BL","Early adult","IMPC_DXA_002_001","fat mass",1.139673,0,1
"ptm3j28925502g8","MGI:1890577","SRSF4","C57BL","Early adult","JAX_OFD_009_001","whole arena average speed",1.15168,0,1
"pvocm6984z69q53","MGI:2385619","KLHL12","C57BL","Early adult","TCPLA_EYE_027_001","persistence of hyaloid vascular system",1.490553,0,1
"pw4s551x7lkiwv1","MGI:2449980","NOXA1","C57BL","Early adult","IMPC_XRY_033_001","tibia length",1.121548,0,1
"px099n7y230q6wr","MGI:109323","HTR2B","C57BL","Early adult","IMPC_DXA_006_001","body length",1.360609,0,1
"px6m9218x9137pz","MGI:3780953","MNDAL","C57BL","Early adult","ESLIM_007_001_013","centre average speed",1.250462,0,1
"pz539t2wz33jk98","MGI:1861453","ACTL6A","C57BL","Early adult","IMPC_EYE_059_001","mean right eye lens density",1.369942,0,1
"pzm5w8p8afqg002","MGI:1351614","GYG1","C57BL","E15.5","IMPC_GRS_010_001","forelimb grip strength normalised against body weight",1.148617,0,1
"q068za9p2j86n1z","MGI:107372","PTER","C57BL","Early adult","CCP_LFO_010_001","hp8",1.111804,0,1
"q0950rw1esb945t","MGI:1913302","SDHC","C57BL","Early adult","IMPC_HEM_008_001","platelet count",1.138696,0,1
"q0b7xdj4423r276","MGI:1915106","ECHDC3","C57BL","Early adult","ESLIM_015_001_003","creatinine",1.289383,0,1
"q11yc941k3eb26p","MGI:1917237","SPACA9","C57BL","Early adult","IMPC_GEL_011_001","embryo turning",1.325213,0,1
"q1z31r2o72933v4","MGI:3780953","MNDAL","C57BL","E12.5","IMPC_ABR_010_001","24khz-evoked abr threshold",1.390872,0,1
"q22832eofti5wdi","MGI:1913302","SDHC","C57BL","Early adult","IMPC_CSD_033_001","gait",1.471018,0,1
"q2ae2d12g9qe2n4","MGI:2152889","DNER","C57BL","Early adult","M-G-P_007_001_014","latency to enter in the center",1.209205,0,1
"q4340yu8449r25q","MGI:2156003","SNIP1","129SV","Early adult","IMPC_CBC_012_001","aspartate aminotransferase",1.371379,0,1
"q4gnr9m32ey7r7e","MGI:88294","CACNA1S","C57BL","E18.5","ICS_FEA_021_001","% pre-cue freezing total",1.052364,0,1
"q4k2x090zmky9d1","MGI:99632","KCNB2","C57BL","Early adult","IMPC_CSD_030_001","tremor",1.088558,0,1
"q70t858n4n323c2","MGI:109442","ITGA8","C57BL","Early adult","IMPC_CSD_028_001","snout size",1.149549,0,1
"q7t52z307sttdha","MGI:2151055","CNNM3","C57BL","Early adult","IMPC_EYE_064_001","right outer nuclear layer",1.056883,0,1
"q8r715c18i2u50p","MGI:1915106","ECHDC3","C57BL","Early adult","GMC_916_001_008","latency familiar object exploration",1.386671,0,1
"q9463f9a6933d77","MGI:1916417","PPP1R12B","C57BL","Early adult","IMPC_CBC_007_001","albumin",1.133333,0,1
"q94ew0jm4fw56i2","MGI:2183102","SARDH","C57BL","Early adult","IMPC_GEP_004_002","spontaneous movement",1.154612,0,1
"q94x5d24f370a85","MGI:104576","LCT","C57BL","Early adult","IMPC_IPG_010_001","fasted blood glucose concentration",1.261113,0,1
"q990t69kag1q566","MGI:1923547","KTI12","C57BL","Early adult","IMPC_GPP_002_001","placenta morphology",1.1344,0,1
"q9k22u9o0p8ye61","MGI:2676921","FOCAD","C57BL","E18.5","IMPC_EYE_057_001","min right eye lens density",1.132981,0,1
"qc18g5o5gcgj816","MGI:1349163","SDC3","C57BL","Early adult","IMPC_ACS_006_001","response amplitude - s",1.186498,0,1
"qcdt3q091w72057","MGI:3027003","INO80D","C57BL","E18.5","IMPC_HEM_004_001","hematocrit",1.408326,0,1
"qe157l9v5958f02","MGI:1914523","NDUFA10","C57BL","Early adult","IMPC_OFD_012_001","periphery permanence time",1.124883,0,1
"qeve15l400gk1u2","MGI:99632","KCNB2","C57BL","Early adult","IMPC_EYE_003_001","eye hemorrhage or blood presence",1.300031,0,1
"qfiklm90r93zphb","MGI:1917854","DNAJB14","C57BL","Early adult","CCP_XRY_018_001","shape of vertebrae",1.436792,0,1
"qpredc1dxfh5v07","MGI:1201792","PDE1A","C57BL","Late adult","IMPC_HEM_035_001","eosinophil differential count",1.407244,0,1
"qrg537a37p0o7gw","MGI:2684058","TBPL2","B6J","Early adult","IMPC_HEM_040_001","large unstained cell (luc) differential count",1.287328,0,1
"qs8v0r1237v4lk3","MGI:87882","ACP2","C57BL","Early adult","M-G-P_007_001_003","whole arena - resting time",1.06051,0,1
"qtzud0a9ue93l79","MGI:1351614","GYG1","C57BL","E18.5","IMPC_CBC_018_001","glucose",1.007553,0,1
"qv1k1e3x3wcw5ue","MGI:1915731","MPZL1","C57BL","Early adult","IMPC_CSD_016_001","coat - hair texture / appearance - abdomen",1.374264,0,1
"qxyvq4218n32ro4","MGI:2155705","P2RY14","C57BL","Early adult","ICS_FEA_017_001","% freezing duration habituation-2",1.292445,0,1
"r067tdh2drj4133","MGI:1928902","CNOT9","C57BL","Early adult","IMPC_OFD_014_001","center distance travelled",1.111126,0,1
"r08osn621b500ng","MGI:1917854","DNAJB14","C57BL","Early adult","IMPC_CSD_039_001","limb grasp",1.277076,0,1
"r10edffey4ndds3","MGI:1919772","ATXN7L2","C57BL","Early adult","IMPC_ECG_031_001","abnormal ecg detected",1.287023,0,1
"r1b44221xu3p63k","MGI:88491","CRABP2","C57BL","Early adult","IMPC_GEM_019_001","embryo size",1.399166,0,1
"r36y5b6o73j5rz3","MGI:3603828","MROH8","C57BL","Early adult","JAX_OFD_020_001","distance travelled - total",1.192221,0,1
"r43l6448h8uh270","MGI:2676458","BIRC7","C57BL","Early adult","IMPC_EYE_055_001","max left eye lens density",1.000803,0,1
"r44700o9di87koe","MGI:3027003","INO80D","C57BL","Early adult","IMPC_HEM_007_001","mean cell hemoglobin concentration",1.214687,0,1
"r4q3t695u8yjt3n","MGI:1890645","NEK7","C57BL","E18.5","IMPC_GEP_011_002","hemorrhage",1.215008,0,1
"r4wrz719men3bz7","MGI:1913826","UQCRH","C57BL","Middle aged adult","IMPC_CBC_015_001","total cholesterol",1.4297,0,1
"r54yq423k0u6vs4","MGI:1336885","CD84","C57BL","Early adult","UCD_OWT_004_001","left kidney",1.188053,0,1
"r5h3egb3q14s3i7","MGI:2448580","MYO3B","C57BL","Early adult","ESLIM_007_001_013","centre average speed",1.389375,0,1
"r5t09a0f2m93rn3","MGI:109442","ITGA8","C57BL","Early adult","IMPC_CBC_002_001","potassium",1.358891,0,1
"r623x6w3a620bk7","MGI:5301008","FSBP","C57BL","Early adult","JAX_OFD_009_001","whole arena average speed",1.324729,0,1
"r661id81082p97i","MGI:1918575","TCHHL1","C57BL","Early adult","M-G-P_026_001_004","coat colouration",1.278432,0,1
"r6ctz8qv22v6xjv","MGI:2444218","AHDC1","C57BL","Early adult","ESLIM_015_001_003","creatinine",1.478124,0,1
"r731a76049zh96q","MGI:1913826","UQCRH","C57BL","Early adult","IMPC_CBC_012_001","aspartate aminotransferase",1.262275,0,1
"r98ii02g56lz1e5","MGI:1890645","NEK7","C57BL","Early adult","HRWLLA_DXA_008_001","lean/body weight",1.313497,0,1
"rb437z0nodn7s96","MGI:1201792","PDE1A","C57BL","Late adult","IMPC_GEP_013_001","blood vessel morphology",1.389815,0,1
"ria0n16nx21k3d8","MGI:104650","CNR2","C57BL","Early adult","IMPC_HEM_036_001","eosinophil cell count",1.312111,0,1
"rjqk1825q6uaehq","MGI:1917634","TMEM185B","C57BL","Early adult","IMPC_CBC_010_001","phosphorus",1.001571,0,1
"rkjr02u6z75ayqn","MGI:1919410","TMEM163","C57BL","Early adult","IMPC_HEM_002_001","red blood cell count",1.028622,0,1
"rm26783d53898mi","MGI:1201792","PDE1A","C57BL","Late adult","IMPC_HEM_037_001","basophil cell count",1.029479,0,1
"rn3ouq91077ztb7","MGI:2159566","KCNH7","C57BL","Early adult","IMPC_OFD_050_001","percentage center movement time",1.243206,0,1
"rr0650266r31w5e","MGI:2669796","RTN4RL2","C57BL","Early adult","M-G-P_014_001_007","cornea opacity",1.002596,0,1
"rr9na976dfn0h6s","MGI:1913826","UQCRH","C57BL","Middle aged adult","M-G-P_006_001_028","number of pelvic vertebrae",1.041947,0,1
"rs2ku941q03f6n6","MGI:1925867","CSTAD","C57BL","Early adult","IMPC_GPP_003_001","placenta vasculature",1.194618,0,1
"rw52i51b8cqote4","MGI:104650","CNR2","C57BL","Early adult","BCMLA_OWT_002_001","spleen weight",1.119696,0,1
"ry348605xb2c8ps","MGI:1917634","TMEM185B","C57BL","Early adult","ESLIM_018_001_003","t cell cd3+ percentage",1.082553,0,1
"s1126db20811p45","MGI:1336993","AP4E1","C57BL","E18.5","CCP_XRY_005_001","teeth",1.472707,0,1
"s18109gt49h4ekz","MGI:2449980","NOXA1","C57BL","Early adult","IMPC_CSD_004_001","tail - morphology",1.208223,0,1
"s1n593813856prx","MGI:1917634","TMEM185B","C57BL","Early adult","IMPC_EYE_059_001","mean right eye lens density",1.267589,0,1
"s299y2ver9gz80c","MGI:2684058","TBPL2","B6J","Early adult","IMPC_CSD_016_001","coat - hair texture / appearance - abdomen",1.239875,0,1
"s2qw6s37i93x573","MGI:3645211","LIPT1","C57BL","E9.5","HRWLLA_DXA_008_001","lean/body weight",1.404621,0,1
"s32h03809tg4jkg","MGI:95500","FCGR3","C57BL","Late adult","KMPCLA_OFD_022_001","percentage center time",1.003127,0,1
"s4421v5w6r102g0","MGI:2183102","SARDH","C57BL","Early adult","IMPC_HEM_029_001","neutrophil differential count",1.332395,0,1
"s5413ddynp07t9c","MGI:2158650","IDH3B","C57BL","Late adult","IMPC_HEM_031_001","lymphocyte differential count",1.380934,0,1
"s5d988w115qf8h8","MGI:1890077","FOXO1","C57BL","Early adult","M-G-P_006_001_027","number of lumbar vertebrae",1.027381,0,1
"s5z03438d5a2074","MGI:97372","NPR2","C57BL","Early adult","IMPC_HEM_001_001","white blood cell count",1.456857,0,1
"s617a8p89m92465","MGI:1915153","RGS19","C57BL","Early adult","IMPC_CSD_024_001","vibrissae - appearance",1.18787,0,1
"s6937569a3z92iu","MGI:1928902","CNOT9","C57BL","Early adult","IMPC_XRY_055_001","shape of spine",1.416333,0,1
"s6i2k11nx3h1pp5","MGI:1915153","RGS19","C57BL","Early adult","IMPC_CSD_011_001","coat - hair distribution - back",1.119161,0,1
"s6j2c2v6z41vq7n","MGI:1351614","GYG1","C57BL","E18.5","IMPC_CSD_004_001","tail - morphology",1.3857,0,1
"s6of081ik8733ku","MGI:2442409","DPP10","C57BL","Early adult","ESLIM_007_001_012","centre permanence time",1.418567,0,1
"s75y51813e1b7d1","MGI:1349461","B3GALT2","C57BL","Early adult","UCD_OWT_005_001","right kidney",1.338085,0,1
"s860ji8uxe180tv","MGI:1915941","KANSL1L","C57BL","Early adult","M-G-P_007_001_003","whole arena - resting time",1.331203,0,1
"s98ub27b660n1t5","MGI:1098826","COQ4","C57BL","Early adult","ESLIM_018_001_003","t cell cd3+ percentage",1.45937,0,1
"s9a9fqhu458lm0v","MGI:2684063","ASXL1","129SV","Early adult","IMPC_CBC_008_001","total bilirubin",1.076924,0,1
"s9fesp54w634rcl","MGI:1921778","MGME1","C57BL","Early adult","IMPC_EYE_016_001","lens",1.109907,0,1
"s9sg356i4883523","MGI:2442190","CAMK1D","C57BL","Middle aged adult","IMPC_HWT_008_001","heart weight",1.149696,0,1
"sb3b0xrgt6oi014","MGI:1351614","GYG1","C57BL","Early adult","IMPC_HEM_037_001","basophil cell count",1.089804,0,1
"sfx5p4qh79sc260","MGI:2447076","KIF26B","C57BL","E18.5","IMPC_CBC_001_001","sodium",1.344823,0,1
"shrh8v7swdr81vd","MGI:1918575","TCHHL1","C57BL","Early adult","IMPC_OFD_013_001","periphery average speed",1.194128,0,1
"si714uxb446ddux","MGI:97812","PTPRD","C57BL","Early adult","IMPC_EYE_092_001","retina (combined)",1.455536,0,1
"sj9o4ek5dk35i89","MGI:2442939","PM20D1","C57BL","Early adult","IMPC_CSD_077_001","contact righting",1.396449,0,1
"sm8j0s493x2x7uq","MGI:3780953","MNDAL","C57BL","E9.5","IMPC_CSD_003_001","tail - thickness",1.072548,0,1
"sn3k0h654yha87h","MGI:1916264","TNIK","C57BL","Early adult","ESLIM_015_001_003","creatinine",1.245315,0,1
"sp4o0ucjc7da10u","MGI:2447076","KIF26B","C57BL","E18.5","IMPC_HEM_033_001","monocyte differential count",1.072922,0,1
"sv5z26e5oc2p38o","MGI:1913941","GAPVD1","C57BL","Middle aged adult","IMPC_FEA_015_001","cue baseline % freezing time",1.194648,0,1
"t0386p2l4p68g6t","MGI:2385112","NDUFS2","C57BL","E12.5","IMPC_OFD_014_001","center distance travelled",1.180428,0,1
"t0u3918vd050xuv","MGI:1349461","B3GALT2","C57BL","Early adult","M-G-P_008_001_007","transfer arousal",1.114867,0,1
"t1p07s13q4i4e53","MGI:1919132","SERINC2","C57BL","Early adult","IMPC_CBC_026_001","free fatty acids",1.333097,0,1
"t2s550hwp76zkgg","MGI:1890077","FOXO1","C57BL","E9.5","IMPC_CSD_029_001","activity (body position)",1.203147,0,1
"t33568p79kglew3","MGI:3780953","MNDAL","C57BL","Early adult","IMPC_CSD_061_001","skin color - tail",1.005091,0,1
"t361ze9h7202rpz","MGI:98289","SCG5","C57BL","Early adult","IMPC_CSD_037_001","unexpected behaviors",1.127129,0,1
"t44d9bi77527fy9","MGI:2158650","IDH3B","C57BL","Early adult","IMPC_OFD_012_001","periphery permanence time",1.499164,0,1
"t50m2qtjh394x2p","MGI:2682639","DDX31","C57BL","E12.5","IMPC_ECH_008_001","lvidd",1.032343,0,1
"t56651ho5f80b52","MGI:3603828","MROH8","C57BL","Early adult","IMPC_IPG_012_001","area under glucose response curve",1.182676,0,1
